link,text,date,No_of_likes,No_of_comments
https://twitter.com/EAnjuK/status/1739262596140966031#m,Lok sabha ಚುನಾವಣೆ barli. Thiga oduskolthira.,"Dec 25, 2023 · 12:31 PM UTC",0,1
https://twitter.com/PNR2043/status/1739262593913553114#m,Got some first hand feedback.. even some BRS party members are in favour you in upcoming Loksabha elections in pargi assembly segment ! Its time to intensify the campaign for better results !!,"Dec 25, 2023 · 12:31 PM UTC",2,1
https://twitter.com/GeT_RiGhT_A1/status/1739165517083181134#m,"Mangalagiri Constituency: 2009: PRP in Assembly : 24.7% votes, 39,823 2019: JSP in Lok Sabha: 7.1% votes, 16,304 CPI in Assembly: 4.4% votes, 10,135","Dec 25, 2023 · 6:05 AM UTC",26,1
https://twitter.com/BhartiyaAawaz/status/1739262430860202317#m,"Nana Patekar, a veteran actor, predicts that due to their exceptional performance, the BJP will likely secure 350-375+ seats in the 2024 Lok Sabha elections with no viable alternative.","Dec 25, 2023 · 12:30 PM UTC",4,0
https://twitter.com/voiceformenind/status/1737784578050306401#m,"#WATCH | ""Kya Rape Sirf Mahilaon Ka Hota Hai, Mardon Ka Nahi Hota?"" | @asadowaisi in Lok Sabha ▪️Other MPs: ""Ha Ha Ha..."" #VoiceForMen Bharatiya Nyaya (Second) Sanhita, 2023 bill Bharatiya Nagarik Suraksha (Second) Sanhita, 2023 Bharatiya Sakshya (Second) Bill (BSB) 2023","Dec 21, 2023 · 10:38 AM UTC",1356,93
https://twitter.com/SHESHMANI16664/status/1739261917049524256#m,Lok Sabha Passes Tax Laws (Second Amendment) Bill 2016 https://www.narendramodi.in/category/infographics via NaMo App,"Dec 25, 2023 · 12:28 PM UTC",0,0
https://twitter.com/SHESHMANI16664/status/1739261878210351132#m,Lok Sabha Passes Tax Laws (Second Amendment) Bill 2016 https://www.narendramodi.in/category/infographics via NaMo App,"Dec 25, 2023 · 12:28 PM UTC",0,0
https://twitter.com/Vinod_r108/status/1739261864805306593#m,No Alternative to BJP. They will easily get 350-375+ seats in 2024 Lok Sabha elections due to their outstanding work. -Vetran Actor Nana Patekar,"Dec 25, 2023 · 12:28 PM UTC",5,0
https://twitter.com/SHESHMANI16664/status/1739261847117910246#m,Lok Sabha Passes Tax Laws (Second Amendment) Bill 2016 https://www.narendramodi.in/category/infographics via NaMo App,"Dec 25, 2023 · 12:28 PM UTC",0,0
https://twitter.com/ssudhir_555/status/1739261831972311214#m,"#NayaJammuKashmir Many people living in Kashmir for decades could cast their vote in Lok Sabha polls, but not in J&K’s assembly & local polls. They are the ones who came to India post Partition. Should we have allowed such injustice to exist? via NaMo App","Dec 25, 2023 · 12:28 PM UTC",0,0
https://twitter.com/TrinetranandaS/status/1739261779103084769#m,'There will be dictatorship in India if...': Uddhav Thackeray ahead of Lok Sabha polls https://dhunt.in/RAh2e By India Today via Dailyhunt,"Dec 25, 2023 · 12:28 PM UTC",0,0
https://twitter.com/fayazscorpio38/status/1739261709343440940#m,Will contest Lok Sabha polls against @sajadlone . have started electioneering from Bandipora.,"Dec 25, 2023 · 12:28 PM UTC",0,0
https://twitter.com/ANI/status/1739199070244348339#m,#WATCH | Defence Minister Rajnath Singh and Lok Sabha Speaker Om Birla arrived in Haridwar; received by Uttarakhand Chief Minister Pushkar Singh Dhami,"Dec 25, 2023 · 8:19 AM UTC",182,3
https://twitter.com/NewsArenaIndia/status/1739148065829777810#m,Bengal News - Home Minister Amit Shah will arrive in Kolkata today for two days visit. Shah will offer prayers at Kalighat Temple & MG Road Gurudwara tomorrow. He will interact with party functionaries and evaluate party’s position ahead of Lok Sabha elections.,"Dec 25, 2023 · 4:56 AM UTC",1048,3
https://twitter.com/rayneo99/status/1739261467537674266#m,Ho Dada kahihi karu shakta.. .. 2019 loksabha election (maval) parth pawar.,"Dec 25, 2023 · 12:27 PM UTC",0,0
https://twitter.com/TheIncNews/status/1739257450027762168#m,South India 2024 Loksabha Opinion Poll 132 seats (C-Voter) INDIA 78 BJP 22 OTH 32,"Dec 25, 2023 · 12:11 PM UTC",46,2
https://twitter.com/sridhar011268/status/1739261038065824109#m,"Yes, Congress will be swept in 2024 loksabha elections","Dec 25, 2023 · 12:25 PM UTC",0,0
https://twitter.com/KhemchandraZ/status/1739260996882141648#m,"South India BJP 2019 Loksabha Karnataka 25 Telangana 04 Andhra Pradesh 00 Tamil Nadu 00 Kerala 00 They have won 29 seats out of 130 seats, only Congress can drag them below 15 as the rest of the states are irrelevant for BJP apart from KA & TG.","Dec 25, 2023 · 12:25 PM UTC",1,1
https://twitter.com/AnsariiTweets/status/1739246816099713078#m,"Not INDIA, but NDA will break down before 2024 Loksabha. -DK Shivakumar hits back at ANI journalist","Dec 25, 2023 · 11:28 AM UTC",16,0
https://twitter.com/bsjayatra/status/1739166055812272446#m,"Bhagat Singh Jan Adhikar Yatra, Phase II, Summary of Day 15 Ahmednagar, Maharashtra #rojgar #shikha #berozgar #employment #GodiMedia #Elections2024 #LokSabha #BoycottGodiMedia #ModiMurdabad #fascism #maharashtra","Dec 25, 2023 · 6:07 AM UTC",9,1
https://twitter.com/ghoshi_manjeet/status/1738905752134414831#m,"We are going to win almost all seats in Punjab,Kerala & Telangana Their is only Congress Vs BJP no third party in Loksabha & BJP is not in the condition to get 20% votes in these states 🙏🙏","Dec 24, 2023 · 12:53 PM UTC",366,8
https://twitter.com/siddharthjourno/status/1739203918398398740#m,"Congress Party lined up Marathon Meetings in Next two days for Loksabha Polls Preparedness with State Units (26/12/23) Bihar Congress Leaders to meet Congress President Kharge, Rahul Gandhi, KC Venugopal ,then J & K Congress Leaders later on Punjab Cong Leaders in the Evening On 27/12/23 Andhra Pradesh Congress Himachal Congress Leaders meeting","Dec 25, 2023 · 8:38 AM UTC",109,1
https://twitter.com/prime9news/status/1739260021899411591#m,లోక్ సభ ఎన్నికలపై ఫోకస్ పెట్టిన బీజేపీ | BJP Focused On Lok Sabha Elections | Prime9 News #LokSabhaElection2024 #bjpparty #BJP4IND #BreakingNews #LatestNews #LokSabha #TeluguNews #elections #Prime9News Watch Video >>https://fb.watch/p9bkB3OnXw/,"Dec 25, 2023 · 12:21 PM UTC",0,0
https://twitter.com/sreeramjvc/status/1738937669907046440#m,Thread. DMK was not keen on enjoying power at Centre until 1989 when they had a chance to get a berth in VP Singh’s Govt even though they had 0 MP’s in Lok Sabha Karunanidhi knew that his brand of politics didn’t suit him to share power at Centre But he made a conscious decision,"Dec 24, 2023 · 3:00 PM UTC",350,6
https://twitter.com/Loksabhael52086/status/1739259877267214424#m,If bjp gets concentrated 20% votes..it can get few seats in Kerala,"Dec 25, 2023 · 12:20 PM UTC",0,0
https://twitter.com/AnshumanSail/status/1738990256207323611#m,"The Congress show in Sirsa, Haryana. Congress party will gain massive in Haryana in upcoming Lok Sabha and assembly elections.","Dec 24, 2023 · 6:29 PM UTC",1213,18
https://twitter.com/GK_Wankhede/status/1739259247320563849#m,"चलो नागपूर...... चलो नागपूर..... ''है तैयार हम"" 139 वां काँग्रेस स्थापना दिन 28 डिसेंबर 2023 दोपहर 1 बजे भारत जोड़ो मैदान, दिघोरी नाका, उमरेड रोड नागपुर।","Dec 25, 2023 · 12:18 PM UTC",6,0
https://twitter.com/ShreshthUp/status/1739238874545885193#m,BJP में जाने की तैयारी में Acharya Pramod Krishnam?Akhilesh Yadav | LokSabha Elections | SHRESHTH UP https://invidious.perennialte.ch/shorts/89RRHjKwsVM #BJP #shreshthuttarpradesh #Loksabha #acharya #pramodkrishnam #shorts,"Dec 25, 2023 · 10:57 AM UTC",1,0
https://twitter.com/Vinod_r108/status/1739255521696485494#m,No Alternative to BJP. They will easily get 350-375+ seats in 2024 Lok Sabha elections due to their outstanding work. -Vetran Actor Nana Patekar,"Dec 25, 2023 · 12:03 PM UTC",8,0
https://twitter.com/RajaSantosh3/status/1739259418154586278#m,BJP will easily win Kanyakumari & Coimbatore LS seats in Tamil Nadu . In fact DMK was pushed to No 3 position in 8 seats at TN in 2014 Lok Sabha polls by BJP+. In 2024 polls BJP momentum at TN is higher than 2014 . BJP is already ruling Pondicherry in an alliance,"Dec 25, 2023 · 12:18 PM UTC",1,9
https://twitter.com/dhanuu_002/status/1738185396679491780#m,कोरोना वापस आलाय सर्वांनी काळजी घ्या..! आता काही मुख्यमंत्री उद्धव ठाकरे आणि आरोग्य मंत्री राजेश टोपे नाहीये. आता आरोग्य मंत्री तानाजी सावंत आणि मुख्यमंत्री शिंदे आहे...... 😂,"Dec 22, 2023 · 1:11 PM UTC",1998,104
https://twitter.com/Politics_2022_/status/1738980825038000322#m,"Akhilesh Yadav needs to come better this Loksabha election for INDIA in Uttar Pradesh, he has responsibility to deal with. It will take sacrifices in seat sharing, making negotiations but there's no other way out especially looking at BJP getting the narrative of Ram Mandir. Samajwadi with Congress & RLD needs to be smart with their target in UP. Going berserk on all 80 won't give anything better than focusing on 45 odd seats and putting all the resources. Without Uttar Pradesh bringing down the BJP tally, they will get another free pass. INDIA lost around 14 seats with margin less than 5% votes, picking them and working tirelessly can do the needed trick.","Dec 24, 2023 · 5:51 PM UTC",827,56
https://twitter.com/csrengarajan/status/1739258745711198636#m,"if someone wanted to contest Loksabha election, let them resign Governor post immediately and then contest","Dec 25, 2023 · 12:16 PM UTC",1,0
https://twitter.com/souravduttahere/status/1739258686340751435#m,"Warm Birthday Wishes to Shri @manoj_kotak Ji, Hon'ble LokSabha MP from Mumbai North East.","Dec 25, 2023 · 12:15 PM UTC",0,0
https://twitter.com/INCTelangana/status/1738924652834267558#m,హుస్నాబాద్ పల్లె ప్రాంతం నుండి టూర్ కోసం హైదరాబాద్ విచ్చేసిన హుస్నాబాద్ ప్రాంత విద్యార్థులకు రాష్ట్ర సచివాలయం సందర్శన చేపించిన రవాణా మరియు బీసీ సంక్షేమ శాఖల మంత్రి వర్యులు శ్రీ పొన్నం ప్రభాకర్ గారు.,"Dec 24, 2023 · 2:08 PM UTC",417,2
https://twitter.com/PonnamLoksabha/status/1738921287320486110#m,హుస్నాబాద్ పల్లె ప్రాంతం నుండి టూర్ కోసం హైదరాబాద్ విచ్చేసిన హుస్నాబాద్ ప్రాంత విద్యార్థులకు రాష్ట్ర సచివాలయం సందర్శన చేపించడం జరిగింది! @INCTelangana @INCIndia,"Dec 24, 2023 · 1:55 PM UTC",1054,55
https://twitter.com/amsoz/status/1739258572893229567#m,South India 2024 Loksabha Opinion Poll 132 seats (C-Voter) INDIA 78 BJP 22 OTH 32,"Dec 25, 2023 · 12:15 PM UTC",2,0
https://twitter.com/TimesAlgebraIND/status/1738574388424036784#m,HUGE - PM Modi heading for sweep in 2024 election as per ABP CVoter 2024 Loksabha Opinion Poll 🔥🔥 Madhya Pradesh : 29 BJP : 27-29 INC : 0-2 Karnataka : 28 BJP+ : 22-24 INC : 4-6 Rajasthan : 25 BJP : 23-25 INC : 0-2 Telangana : 17 BJP : 1-3 INC : 9-11 BRS : 3-5 Chhattisgarh : 11 BJP : 9-11 INC : 0-2 PM Modi to create history in 2024 🔥,"Dec 23, 2023 · 2:56 PM UTC",11002,309
https://twitter.com/btarunr/status/1739247285039755336#m,ABV with 303 in the Lok Sabha would be:,"Dec 25, 2023 · 11:30 AM UTC",4,5
https://twitter.com/rahulydv0812/status/1739258221544849680#m,Merry Christmas Mam we miss you in the Lok Sabha.. Your fearless speech India loves it...,"Dec 25, 2023 · 12:14 PM UTC",0,0
https://twitter.com/Velmuru51650889/status/1739258139591983220#m,"This is loksabha election, voters vote differently from Assembly elections. Hence there is every possibilty KA voting for BJP.","Dec 25, 2023 · 12:13 PM UTC",0,0
https://twitter.com/rahulydv0812/status/1739258064426106917#m,Merry Christmas Mam we miss you in the Lok Sabha.. Your fearless speech India loves it...,"Dec 25, 2023 · 12:13 PM UTC",0,0
https://twitter.com/MaheshDhruva8/status/1739256972158152918#m,South India 2024 Loksabha Opinion Poll 132 seats (C-Voter) INDIA 78 BJP 22 OTH 32 INDIA is polling 40% votes in this survey while BJP is at 19%. #Elections2024,"Dec 25, 2023 · 12:09 PM UTC",3,1
https://twitter.com/XpressBengaluru/status/1739257670350320043#m,"Home Minister Dr G Parameshwara, meanwhile on Sunday, alleged that BJP is trying to use these issues as a weapon during the Lok Sabha elections. “But it will not work,” he commented.  @swaraj76 https://www.newindianexpress.com/states/karnataka/2023/dec/25/karnataka-hijab-religious-issues-to-take-centrestage-in-ls-polls-2644648.html","Dec 25, 2023 · 12:11 PM UTC",0,1
https://twitter.com/BJP4India/status/1737408775206928465#m,LIVE: Union Home Minister Shri @AmitShah speaks in the Lok Sabha. #NayeBharatKeNayeKanoon https://nitter.perennialte.ch/i/broadcasts/1lDGLPENaeyGm,"Dec 20, 2023 · 9:45 AM UTC",1982,42
https://twitter.com/danihardik/status/1739255622594703418#m,Merry xmas and all is fine… but how do u feel after being thrown out of Lok sabha??? Pls reply honestly🤣,"Dec 25, 2023 · 12:03 PM UTC",1,0
https://twitter.com/SANJAYRAJ06/status/1739257206724501897#m,Lok sabha election people will decide whether opportunist or not ..,"Dec 25, 2023 · 12:10 PM UTC",0,0
https://twitter.com/pawanyadav8/status/1731333202835566869#m,Janta Janardan will be with the congress in 2024 and congress will win Loksabha elections.,"Dec 3, 2023 · 3:22 PM UTC",8,1
https://twitter.com/Indian_Analyzer/status/1738950155808960903#m,"🗳️ #AnalyzerChronicles: In a twist of fate, BJP, once with less than 1% votes, now stands in a powerful position as TDP & YSR Congress vie for its support before the 2024 Lok Sabha elections. - A political strategist's visit to meet CBN's son, facilitated by a BJP MP, adds intrigue to the unfolding scenario✈️ Sources reveal TDP prefers an alliance with BJP while YSRCP prefers for BJP going solo👀","Dec 24, 2023 · 3:49 PM UTC",535,5
