,User,Tweet
123,chatteejees,"@ANI Truth, Rahul Gandhi and #Congress !😳
Joke of the #LokSabhaElections2019 😂"
124,HD_07,"Talk about hypocrisy,

Modi condemns Sadhvi Pragya’s statements about Sadhvi Pragya when he has been rambling about Rajiv Gandhi in the last fortnight.

Both equally poor and leave a bad taste in the mouth 

#Elections2019 #LokSabhaElections2019"
125,ShaktiShekhar,First BJP chief Amit Shah &amp; now PM Narendra Modi addressing press conference in party HQs simultaneously with Congress president Rahul Gandhi who is talking to the media persons in Congress headquarters as campaigning for #LokSabhaElections2019 comes to an end before 7th phase.
126,jyoti_kothari,"@AmitShah has given details of #election campaign, now @narendramodi is addressing #BJP press conference.
@RahulGandhi is also adressing #Congress press conference."
127,editorji,"Rahul Gandhi: Proud to say we have fought the BJP, protected the nation's institutions from the BJP &amp; the RSS and we have done it successfully'
#LokSabhaElections2019 #Election2019"
128,arunapatel000,@ndtv Two simultaneous press conferences.  Voice only on BJP PC. Why not Rahul Gandhi 's voice shared 50-50? #LokSabhaElections2019 #ElectionsWithNews18 #BJPseDemocracyBachao #ElectionsWithNews18
129,DonMateo_X14,"Modi &amp; Rahul doing press conference at the same time &amp; media giving massive L to you know who 😂
#LokSabhaElections2019"
130,editorji,"Rahul Gandhi: Election Commission's role has been very biased. PM Modi says what he wants, while others are penalised for saying the same things. It appears that the election schedule has been made in order to enable Modi to campaign"" 
#LokSabhaElections2019 #Election2019"
131,editorji,"Rahul Gandhi: I won't disrespect the people of this country by pre-judging what they will decide. The mood of the nation will be clear on May 23'
#LokSabhaElections2019 #Election2019"
132,Ad_it_ya__,"Rahul Gandhi during PC:-
"" Mere se tough questions puchate ho Modi Jee Easy questions!!!""""

😂😂😂

#rahulgandhi"
133,george_tiji,Been watching interview of Mr Rahul Gandhi. He looks promising. Wish the vision and the concept he is propagating  remains unchanged if in power and passes the ground implementation test #RahulGandhi #LokSabhaElections2019 #Indiastandstall
134,TheWhiteTiger_6,The man who never held press conference is holding presser in the midst of the seven-phase #LokSabhaElections2019 . What is the matter? Is PM Modi seeing the writing on the walls? Very interesting since simultaneously Rahul Baba is too holding one. PM sitting silently baffles.
135,Tavysingh,"Rahul Gandhi says no matter what I will never talk about Prime Minister’s parents (even if they’ve done wrong). Thats not me. 

@RahulGandhi @narendramodi 
#LokSabhaElections2019"
136,BombayKaBangda,"@RahulGandhi - @INCIndia dismantled the power of Modi. Just go shout Chowkidar anywhere in India, the reply will be ""Chor hai"" #LokSabhaElections2019"
137,editorji,"Rahul Gandhi: Even if the PM's parents did something wrong, on principle, I will never speak ill of them, but if PM wants to say something about my parents, its on him, he can do whatever he wants'
#LokSabhaElections2019 #Election2019"
138,Tavysingh,"Rahul Gandhi takes potshots at PM Modi
. 
“was wondering if he (Modi) was thinking of planes etc as the weather is cloudy and it’s raining”

“Unfair of media to only ask soft questions to PM” 

#LokSabhaElections2019"
139,editorji,"Rahul Gandhi on PM's first ever press conference: 'There is a first time for everything, glad PM Modi decided to talk to the press'
#LokSabhaElections2019 #Election2019"
140,BombayKaBangda,"@RahulGandhi : Role of EC in this election has been biased.
No comparison b/w poll funding of @BJP4India and @INCIndia. Ratio is probably 20:1.
Press asked me tough questions but not for Modi.
Rahul taking dig at Modi on cloud-radar comments #LokSabhaElections2019"
141,editorji,"Rahul Gandhi: 'People of India will decide on May 23 who the Prime Minister will be, I don't want to comment on it before that' 
#LokSabhaElections2019 #Election2019"
142,MalhotraShivya,"""Very impressive that PM is doing PC.""- Rahul Gandhi. 

Also, it's raining outside. 
such roars and cries!!!

Mannn!! Loving it!!!
#LokSabhaElections2019 #IndiaElections2019"
143,ragingbhool,"Can't believe it's 2019 and we are still fighting over Gandhi and Godse. Why are people hell bent on idolizing a murderer. Don't we have other important election issues to fight about? 
#LokSabhaElections2019 
#Godse"
144,Basant_Nextgen,#rahulgandhi Come one Rahul ji accept the challange of modi on this parents &amp; family
145,dharam_vir_uk,"@priyankagandhi  asked a specially abled man to sit beside her during a rally!! She must be missing her dear ""On Bail Brother"" @RahulGandhi very much due to hectic campaigning!!
#DeshKaGauravModi 
#AbkiBaar300Paar 
#ModiHiAayega 
#PriyankaGandhi 
#rahulgandhi 
#BJP"
146,AishPaliwal,"#LokSabhaElections2019
Something is brewing, opposition trying to get together. Abhishek Manu Singhvi &amp; Chandrababu Naidu in a meeting at the moment. Chandrababu Naidu will come to the EC after the meeting gets over. Chandrababu Naidu is also seeking appointment with Sonia Gandhi"
147,ramanrockzz1,@thewire_in @khanumarfa @RahulGandhi He must have crammed everything... Rahul Gandhi without a script is itself a joke #RahulGandhi
148,saying_as_it_is,"@RahulGandhi You mean #Gandhi was God? But this God was #Ram's lover, &amp; #BJP #RSS are Ram's lovers...so it makes them #Gandhi lovers more than YOU at least. 🤗

If your super-sonic brain still fails to get it, listen to #ModiOnBharat 😉

#Phase7 #LokSabhaElection2019 #LokSabhaElections2019"
149,hzlokhandwala,"@RahulGandhi True  🙏🏻🤚🏻

#LokSabhaElections2019 #rahulgandhi 
#ElectionsWithNews18 #NarendraModi #Congress #BJPSupportsTerrorists #BJPseDemocracyBachao #BJP"
150,TheDailyPioneer,"#RahulGandhi : @RahulGandhi took a swipe at the @BJP4India saying the BJP and the RSS are not ""God-ke Lovers"" but ""God-se Lovers"".. #NathuramGodse #MahatmaGandhi #BJP"
151,ojhaanjali,BJP President @AmitShah and Congress President @RahulGandhi both holding press conference in national capital. #Loksabhaelections2019
152,NaxatraNewsOdia,BJP suspends Anil Saumitra for calling Mahatma Gandhi 'Father of Pakistan' #BJP
153,amiteshca,"@SarafNarendra @BJP4India @ShashiTharoor @RahulGandhi @balakv1970 The state of #BJP is that there is no ideology and unfortunately #BJP is not fighting the elections its #namo. Have you seen anyone asking to vote for #BJP. #BJP is the political wing of Sangh. Congress works for family, BJP and Namo works for Sangh, so called Hindu activists"
154,ThomasJ97585967,"""Won't forgive Pragya for insulting Mahatma Gandhi , by applauding Godse"" - Modiji commented on Godse patriot remark by Pragya.

And at the very next moment modiji asked the people to vote for 'Pragya',she is a BJP candidate. Paradoxical! !#LokSabhaElections2019 #ModiLies #PRAGYA"
155,NishantAvasthi1,PM Modi ji is absolutely right in condemning Sadhvi Pragya on her remarks about Mahatma Gandhi ! Sadhvi has indeed suffered due to the present day #INC and she has her chance to beat her tormentor directly. She should pick her battles carefully
156,iNormanDsouza,"@narendramodi says he will never forgive #SadhviPragya for insulting Mahatma Gandhi and claiming that #Godse was a patriot!
#LokSabhaElections2019"
157,ChandokSumeet,"@indiandoctor91 UPA chairperson Sonia Gandhi has entrusted MP CM Kamal Nath to talk to  Odisha CM Naveen Patnaik and bring him into the UPA fold.

Patnaik and Nath are childhood friends since their days in the DOON school.

#loksabhaelections2019"
158,AdityaGoswami_,"Some Predictions for #LokSabhaElections2019 

Rahul Gandhi ji has Raajyog and will either be the King (PM) or Kingmaker
He will become PM for 2 terms in his life time

If NDA comes to power-
Either it will come with full majority (PM=Modi)
or &gt;200,
Rajnath Singh ji has Raajyog,"
159,SauravDhanbad,"@Neha402 @RahulGandhi @INCIndia @OxfordWords @sambitswaraj @INCSandesh @JM_Scindia @dhruv_rathee @BJP4India @AmitShah @AmanChopra_ @sudhirchaudhary @narendramodi First , aunty ji , I am Under 18😂

And Rahul haven't threw the ""Bait""😛

He shows his Foolishness and He doesn't have any Right and Applicable Issue for #LokSabhaElections2019 , that's why he is throwing ""Bait"" for the ""Chamcha"" for Justifying Him.

#ChangeRahulSaveCongress"
160,cool_only,"@ShatruganSinha believe Gandhi family had contributed much to the development of our nation.
&amp; he got to know this fact only when his former party #BJP denied him ticket from #Patna 
Such an useless &amp; character less man 
#PatnaKaRavi"
161,alokmehtaeditor,#NarendraModi @AmitShah Really shocking when BJP SADHVI and few Leaders praising Godse and parry just take as their personal opinion . Are they never learned and read about Mahatma Gandhi . Party should take very strong action against such people . They are blot on our nation
162,Muneshnality,"VD Savarkar and his group had conspired to kill MK Gandhi :Kapur Commission
#BJPSupportsTerrorists #BJPseDemocracyBachao #BJP #modi #GodseTheTerrorist #Savarkar #RSS"
163,just_indy3,@sardesairajdeep No Sir.. You are biased towards @BJP4India @narendramodi &amp; pro @INCIndia @RahulGandhi &amp; anything anti #BJP
164,i_Kuldeeppathak,"Just heard @ArvindKejriwal answer a question saying ""BJP ne he Mahatma Gandhi ka Murder karwaya tha"". 
Fact Check: BJP was formed on 6th April 1980 and Gandhiji was assassinated on 30th January 1948. 
#LokSabhaElections2019 #Elections2019 @ArvindKejriwal @BJP4India @Ankit_Tyagi01"
165,imdeepnaik,Gloves are off . The government you elect is the government you Deserve. #Mahatma Gandhi #Godse #BJP
166,vssanakan,"#Godse Love 3

""#Godse killed 1, Ajmal Kasab killed 72, Rajiv Gandhi killed 17000. "" says BJP MP and candidate Nalin Kumar Kateel.

#GodseTheTerrorist 
#GodseBhaktModi 
#LokSabhaElections2019"
167,eksadharanmard,"Congrats in advanced to @RahulGandhi , our new prime minister of #Kindustan. @INCIndia #RahulGandhi #Modi
 #AbHogaNYAY my ass
#AbkiBaar300Paar"
168,_itsKunalSingh,"@KapilMishra_IND @KapilMishra_IND 
Are u OUT OF YOUR MIND!

HAVE U LOST YOUR SENSE!

How idiotically u are writing such things?

Shameful act!

I am unfollowing u

Kya socha tha, aur kya nikala!

Gandhi phele se hi mahan the!
Not need people like u to make him MAHAN!

FOOL
#LokSabhaElections2019"
169,seggy74,"@thewire_in @khanumarfa @RahulGandhi Haha sooo much for a PR e exercise.The intentions and views of the Media house,The journalist and Gandhi are well known to all now.This stupid things can't fool people any more.#LokSabhaElections2019"
170,Umesh_189,"#Godsethepatriot ppl feels he is patriot,they should stop using INR 2000rs,500rs,200rs,100rs notes which has gandhi photo &amp; start using only coins. 
Add-on, Don't take national holiday &amp; just do ur work on 2nd Oct who feels #GodseBhaktModi #GodseTheTerrorist.
#bjp #modi #pragya"
171,kumardurgesh262,"@RahulGandhi Sir, I pray to you as a #BigBrother and join hands with you that I want to leave the #BJP &amp; come to #Congress.Please join us in your party,Sir #LokSabhaElection is near by 2019 and I also want to work hard with you in this election.I Request you.
Shri @RahulGandhi Ji"
172,News29tv,"Again Mr. Gandhi Proved why modi told pappu, Breaking fact English Dicsanrry #Modilies 
#AbkiBaar300Paar #LokSabhaElections2019"
173,Cdhar7,@MajorPoonia @RahulGandhi Except #BJP morons everybody understood it was a joke. Why such brain drain in your party?? . All of you want to be below those 2-1/2 guys.??? 😀😀😀
174,bhargavavaibhav,"Sadhvi Then: Godse is a Patriot
Sadhvi Now: Gandhi was great (blames it on media, but does not say a word against godse)

Election Commission: I need a report :)
#SadhviGlorifiesGodse #Bjp #Elections2019 #ElectionCommission #BJPSupportsTerrorists #Godse"
175,vikram140gulati,"Everyone knows this, including idols of #BJP know very well this ELECTION was fought on this very plank that it was #Rahul Vs #Modi - so now when it's advantage @RahulGandhi and #modi knows it's show time they start running down #RahulGandhi and produce 10 claims for #PM"
176,Shamita62704890,"@RahulGandhi Rahul Gandhi what is this?? Oxford dictionary replied it's a fake news, shame on you, suna tha pappu pagal hai par ye nahi patha tha ki pappu itna pagal hai, tumhare maa ko aur kitna surr dard doge.
#PriyankaGandhi 
#BJP"
177,ArjunVeerIsa,"@priyankagandhi Fact finding investigation karwa lijiye..godse was a set up..just a tool..hidden facts in that case..
Conspirator is the one who hijacked gandhi surname from Mahatma and gave it to a girl who got married to a khan..
#LokSabhaElections2019 #Gandhi #Godse #लोकसभा #लोकसभाचुनाव2019"
178,binoy_chacko,"India's soul is under attack by the successors of Nathuram Godse

If Mahatma Gandhi is not nationalist for @BJP4India then there so called ideology need to be questioned and its a concern for INDIA

If agree retweet, let the world know 
#gandhi
#NathuramGodse 
#NarendraModi"
179,vinitamathur,@priyankagandhi So if #Godse #deshbhakt then #NaMo #deshdrohi ? As per #bjp only!! #Godse assasinated #gandhi for making #pak brother and #namo not doing same #guestofbawaz ?? Please explain !! @RahulGandhi @priyankagandhi @INCIndia @Swamy39 🙏🙏#iamnaive
180,vinitamathur,So if #Godse #deshbhakt then #NaMo #deshdrohi ? As per #bjp only!! #Godse assasinated #gandhi for making #pak brother and #namo not doing same #guestofbawaz ?? Please explain !! @RahulGandhi @priyankagandhi @INCIndia @Swamy39 🙏🙏#iamnaive
181,nallaganesh,"@AgentSaffron Congress Party had put M K Gandhi only on one denomination; it was BJP Sarkar that put Gandhi face on all currency notes. Who knows, Congress walas idea must have been to put Nehru and Indira Gandhi in other denominations! 🤔

#LokSabhaElections2019"
182,sasanksingh2592,"@OxfordWords is not aware, ""Modilie"" is a word both in practice and feelings of every Indians, and @RahulGandhi simply highlighted it by calling it a new entry in it.

People have completely missed the humour.

#LokSabhaEelctions2019 #RahulGandhi #modi #ModiLies #bjp #congress"
183,sasanksingh2592,"@narendramodi follows ""Bunch of Thoughts (RSS) and talks only Lies, after 23rd, He should write a Book titled ""Lots of Lies (LoL)"".

I will request @RahulGandhi
to launch it as he is the one who has been continuously revealing them.

#LokSabhaEelctions2019 #IndiaElects #bjp"
